sid,season,name,detector,distance_threshold_km,lat_gate_degN,window_steps,zonal_threshold_km_6h,zonal_pre_max_km_6h,recurv_i,recurv_original_time_index,recurv_time,recurv_lat,recurv_lon,box_hit,min_dist_km,closest_proxy_idx,closest_proxy,nl_relevant
2005203N25285,2005,FRANKLIN,zonal,600.0,25.0,4,30.0,30.0,12,12,2005-07-23 06:00:00.000039936,28.69999885559082,-76.0999984741211,True,210.31974376789813,0,St. John's (Avalon Peninsula),True
2005217N13327,2005,IRENE,zonal,600.0,25.0,4,30.0,30.0,82,82,2005-08-15 00:00:00.000039936,34.900001525878906,-69.5,False,559.1003932561229,0,St. John's (Avalon Peninsula),True
2005249N26281,2005,OPHELIA,zonal,600.0,25.0,4,30.0,30.0,27,27,2005-09-09 12:00:00.000039936,29.299999237060547,-79.0999984741211,True,68.31897007584908,2,Bonavista region (east-central coast),True
2006161N20275,2006,ALBERTO,zonal,600.0,25.0,4,30.0,30.0,15,15,2006-06-12 03:00:00.000039936,25.377201080322266,-87.68194580078125,True,48.28220789937805,2,Bonavista region (east-central coast),True
2006198N37291,2006,NOT_NAMED,zonal,600.0,25.0,4,30.0,30.0,5,5,2006-07-17 03:00:00.000039936,38.67765426635742,-67.05245208740234,True,19.016678286636942,2,Bonavista region (east-central coast),True
2006200N32287,2006,BERYL,zonal,600.0,25.0,4,30.0,30.0,19,19,2006-07-20 21:00:00.000039936,39.419498443603516,-72.2081527709961,True,93.8652919740425,3,Twillingate region (north-central coast),True
2006247N14321,2006,FLORENCE,zonal,600.0,25.0,4,30.0,30.0,62,62,2006-09-11 12:00:00.000039936,32.400001525878906,-65.69999694824219,True,63.180122819257946,0,St. John's (Avalon Peninsula),True
2006271N26307,2006,ISAAC,zonal,600.0,25.0,4,30.0,30.0,32,32,2006-10-01 18:00:00.000039936,35.20000076293945,-60.29999923706055,True,100.23603747845183,0,St. John's (Avalon Peninsula),True
2007297N18300,2007,NOEL,zonal,600.0,25.0,4,30.0,30.0,72,72,2007-11-01 17:45:00.000053248,25.0,-77.4000015258789,True,377.4098066487304,4,Labrador coast proxy,True
2008201N32280,2008,CRISTOBAL,zonal,600.0,25.0,4,30.0,30.0,14,14,2008-07-20 18:00:00.000039936,34.5,-76.0999984741211,True,507.0976345006392,1,Corner Brook region (west coast),True
2008241N19303,2008,HANNA,zonal,600.0,25.0,4,30.0,30.0,77,77,2008-09-06 09:00:00.000039936,34.58051300048828,-78.49800872802734,True,52.89290714234958,0,St. John's (Avalon Peninsula),True
2008269N21290,2008,KYLE,zonal,600.0,25.0,4,30.0,30.0,25,25,2008-09-28 03:00:00.000039936,36.349639892578125,-69.5810775756836,True,230.164441038174,1,Corner Brook region (west coast),True
2009227N12328,2009,BILL,zonal,600.0,25.0,4,30.0,30.0,61,61,2009-08-22 21:00:00.000039936,37.04221725463867,-68.73932647705078,True,53.509483344708876,0,St. John's (Avalon Peninsula),True
2010236N12341,2010,EARL,zonal,600.0,25.0,4,30.0,30.0,81,81,2010-09-03 03:00:00.000039936,33.72758865356445,-74.59510803222656,True,25.769628841097262,4,Labrador coast proxy,True
2010251N14337,2010,IGOR,zonal,600.0,25.0,4,30.0,30.0,95,95,2010-09-20 03:00:00.000039936,32.48979187011719,-65.5086441040039,True,77.5273827459985,2,Bonavista region (east-central coast),True
2011233N15301,2011,IRENE,zonal,600.0,25.0,4,30.0,30.0,59,59,2011-08-28 00:00:00.000039936,36.70000076293945,-75.69999694824219,True,322.3214909343362,4,Labrador coast proxy,True
2011240N10341,2011,KATIA,zonal,600.0,25.0,4,30.0,30.0,95,95,2011-09-08 21:00:00.000039936,34.834835052490234,-69.75947570800781,False,480.39020592380973,0,St. John's (Avalon Peninsula),True
2011250N12324,2011,MARIA,zonal,600.0,25.0,4,30.0,30.0,69,69,2011-09-15 09:00:00.000039936,29.75994110107422,-68.12841033935547,True,86.19065097229367,0,St. John's (Avalon Peninsula),True
2011263N12323,2011,OPHELIA,zonal,600.0,25.0,4,30.0,30.0,98,98,2011-10-02 12:00:00.000039936,37.400001525878906,-61.599998474121094,True,98.562278659181,0,St. John's (Avalon Peninsula),True
2011310N29290,2011,SEAN,zonal,600.0,25.0,4,30.0,30.0,36,36,2011-11-10 12:00:00.000039936,30.200002670288086,-70.69999694824219,False,563.1721066145432,0,St. John's (Avalon Peninsula),True
2012242N13333,2012,LESLIE,zonal,600.0,25.0,4,30.0,30.0,102,102,2012-09-10 06:00:00.000039936,35.099998474121094,-61.599998474121094,True,107.85373089040841,2,Bonavista region (east-central coast),True
2012287N15297,2012,RAFAEL,zonal,600.0,25.0,4,30.0,30.0,30,30,2012-10-16 12:00:00.000039936,27.600000381469727,-64.9000015258789,False,488.34840672395967,0,St. John's (Avalon Peninsula),True
2014180N32282,2014,ARTHUR,zonal,600.0,25.0,4,30.0,30.0,39,39,2014-07-03 15:00:00.000039936,32.33473205566406,-78.60184478759766,True,82.8712242885819,4,Labrador coast proxy,True
2014210N10323,2014,BERTHA,zonal,600.0,25.0,4,30.0,30.0,58,58,2014-08-05 09:00:00.000039936,33.4017333984375,-73.04595184326172,True,285.7004224486232,0,St. John's (Avalon Peninsula),True
2014236N22288,2014,CRISTOBAL,zonal,600.0,25.0,4,30.0,30.0,31,31,2014-08-27 15:00:00.000039936,31.934650421142578,-72.09667205810547,False,471.118397868007,0,St. John's (Avalon Peninsula),True
2014285N16305,2014,GONZALO,zonal,600.0,25.0,4,30.0,30.0,46,46,2014-10-17 03:00:00.000039936,27.977441787719727,-67.51480865478516,True,153.18003998335206,0,St. John's (Avalon Peninsula),True
2017224N22293,2017,GERT,zonal,600.0,25.0,4,30.0,30.0,30,30,2017-08-15 18:00:00.000039936,33.20000076293945,-71.80000305175781,False,538.418763377781,0,St. John's (Avalon Peninsula),True
2017277N11279,2017,NATE,zonal,600.0,25.0,4,30.0,30.0,39,39,2017-10-08 06:00:00.000039936,30.5,-88.9000015258789,True,187.7929886824609,3,Twillingate region (north-central coast),True
2018186N10325,2018,BERYL,zonal,600.0,25.0,4,30.0,30.0,62,62,2018-07-12 06:00:00.000039936,28.200000762939453,-73.0999984741211,True,323.6622434686101,0,St. John's (Avalon Peninsula),True
2018186N31292,2018,CHRIS,zonal,600.0,25.0,4,30.0,30.0,41,41,2018-07-10 09:00:00.000039936,32.627540588378906,-73.8376235961914,True,71.07612528287996,0,St. John's (Avalon Peninsula),True
2018280N18273,2018,MICHAEL,zonal,600.0,25.0,4,30.0,30.0,31,31,2018-10-10 15:00:00.000039936,29.37152862548828,-85.93452453613281,True,219.24550042786635,0,St. John's (Avalon Peninsula),True
2019236N10314,2019,DORIAN,zonal,600.0,25.0,4,30.0,30.0,104,104,2019-09-05 15:00:00.000039936,32.39961242675781,-79.09415435791016,True,34.615384785722874,4,Labrador coast proxy,True
2020256N11329,2020,TEDDY,zonal,600.0,25.0,4,30.0,30.0,72,72,2020-09-21 06:00:00.000039936,29.700000762939453,-63.5,True,77.95297058127225,4,Labrador coast proxy,True
2020291N32305,2020,EPSILON,zonal,600.0,25.0,4,30.0,30.0,62,62,2020-10-24 06:00:00.000039936,36.79999923706055,-62.099998474121094,False,459.31275941055395,0,St. John's (Avalon Peninsula),True
2021169N23268,2021,CLAUDETTE,zonal,600.0,25.0,4,30.0,30.0,13,13,2021-06-19 06:00:00.000039936,29.5,-90.80001068115234,True,553.8349907926319,1,Corner Brook region (west coast),True
2021182N09317,2021,ELSA,zonal,600.0,25.0,4,30.0,30.0,59,59,2021-07-07 21:00:00.000039936,30.860013961791992,-83.11495208740234,False,536.9528830702741,1,Corner Brook region (west coast),True
2021239N17281,2021,IDA,zonal,600.0,25.0,4,30.0,30.0,38,38,2021-08-31 00:00:00.000039936,33.0,-90.0,False,328.3592298744712,1,Corner Brook region (west coast),True
2021244N12339,2021,LARRY,zonal,600.0,25.0,4,30.0,30.0,76,76,2021-09-10 06:00:00.000039936,36.5,-62.20000076293945,True,17.8237164678929,2,Bonavista region (east-central coast),True
2021259N30286,2021,ODETTE,zonal,600.0,25.0,4,30.0,30.0,7,7,2021-09-17 03:00:00.000039936,33.707218170166016,-75.18206787109375,True,297.15700703802645,0,St. John's (Avalon Peninsula),True
2022246N18301,2022,EARL,zonal,600.0,25.0,4,30.0,30.0,48,48,2022-09-08 18:00:00.000039936,29.700000762939453,-64.80000305175781,True,365.5491943860881,0,St. John's (Avalon Peninsula),True
2022257N16312,2022,FIONA,zonal,600.0,25.0,4,30.0,30.0,70,70,2022-09-22 12:00:00.000039936,28.0,-70.5999984741211,True,115.30440571040056,1,Corner Brook region (west coast),True
2023193N37305,2023,DON,zonal,600.0,25.0,4,30.0,30.0,5,5,2023-07-12 03:00:00.000039936,35.81730651855469,-54.03048324584961,False,524.1368754514282,0,St. John's (Avalon Peninsula),True
2023239N21274,2023,IDALIA,zonal,600.0,25.0,4,30.0,30.0,31,31,2023-08-30 09:00:00.000039936,29.121292114257812,-84.1089859008789,True,417.82106999957716,1,Corner Brook region (west coast),True
2023249N12320,2023,LEE,zonal,600.0,25.0,4,30.0,30.0,92,92,2023-09-16 21:00:00.000039936,44.313385009765625,-66.41854858398438,True,25.777992352730514,4,Labrador coast proxy,True
