dataset_index,sid,season,name,recurv_time,box_hit,minimum_proxy_distance_km,recurv_index,recurv_lat,recurv_lon,legacy_pre_zonal_km_per_increment,legacy_post_zonal_km_per_increment
12772,2014180N32282,2014,ARTHUR,2014-07-03 15:00:00,True,82.8712242885819,39,32.33473205566406,-78.60184478759766,9.511796763813887,34.92296458500192
12785,2014210N10323,2014,BERTHA,2014-08-05 09:00:00,True,285.7004224486232,58,33.4017333984375,-73.04595184326172,9.56991687613247,45.77897041760778
12793,2014236N22288,2014,CRISTOBAL,2014-08-27 15:00:00,False,471.118397868007,31,31.934650421142578,-72.09667205810547,-16.796292371268805,35.09236785876209
12812,2014285N16305,2014,GONZALO,2014-10-17 03:00:00,True,153.18003998335206,46,27.977441787719727,-67.51480865478516,22.37662409909729,31.71027931866861
13093,2017224N22293,2017,GERT,2017-08-15 18:00:00,False,538.418763377781,30,33.20000076293945,-71.80000305175781,7.54735717338196,37.50457714531935
13115,2017277N11279,2017,NATE,2017-10-08 06:00:00,True,187.7929886824609,39,30.5,-88.9000015258789,-2.5469164599020884,33.48596864171784
13182,2018186N10325,2018,BERYL,2018-07-12 06:00:00,True,323.6622434686101,62,28.200000762939453,-73.0999984741211,11.012353673794657,33.384125092371335
13183,2018186N31292,2018,CHRIS,2018-07-10 09:00:00,True,71.07612528287996,41,32.627540588378906,-73.8376235961914,7.05321911350754,30.333264652914615
13237,2018280N18273,2018,MICHAEL,2018-10-10 15:00:00,True,219.24550042786635,31,29.37152862548828,-85.93452453613281,4.850634393592931,33.09194482564867
13310,2019236N10314,2019,DORIAN,2019-09-05 15:00:00,True,34.615384785722874,104,32.39961242675781,-79.09415435791016,11.832733400776704,30.334529527099757
13441,2020256N11329,2020,TEDDY,2020-09-21 06:00:00,True,77.95297058127225,72,29.700000762939453,-63.5,-17.15584198824653,32.10355165537153
13463,2020291N32305,2020,EPSILON,2020-10-24 06:00:00,False,459.31275941055395,62,36.79999923706055,-62.099998474121094,-11.40121915848091,33.94168918178379
13530,2021169N23268,2021,CLAUDETTE,2021-06-19 06:00:00,True,553.8349907926319,13,29.5,-90.80001068115234,2.4055278351986913,39.45555523029952
13534,2021182N09317,2021,ELSA,2021-07-07 21:00:00,False,536.952883070274,59,30.860013961791992,-83.11495208740234,4.829175572334945,37.86718670349857
13558,2021239N17281,2021,IDA,2021-08-31 00:00:00,False,328.35922987447117,38,33.0,-90.0,14.833316690057494,30.441480588491743
13561,2021244N12339,2021,LARRY,2021-09-10 06:00:00,True,17.8237164678929,76,36.5,-62.20000076293945,-11.829640619608762,41.83136392906726
13569,2021259N30286,2021,ODETTE,2021-09-17 03:00:00,True,297.15700703802645,7,33.707218170166016,-75.18206787109375,-11.793055990052155,32.13099751722333
13657,2022246N18301,2022,EARL,2022-09-08 18:00:00,True,365.5491943860881,48,29.700000762939453,-64.80000305175781,10.604246598172441,30.30763637499648
13663,2022257N16312,2022,FIONA,2022-09-22 12:00:00,True,115.30440571040056,70,28.0,-70.5999984741211,15.977034088380794,31.777408893486538
13726,2023193N37305,2023,DON,2023-07-12 03:00:00,False,524.1368754514282,5,35.81730651855469,-54.03048324584961,24.582900232045652,40.90909129956005
13745,2023239N21274,2023,IDALIA,2023-08-30 09:00:00,True,417.82106999957716,31,29.121292114257812,-84.1089859008789,7.410361440278077,37.23635630877289
13751,2023249N12320,2023,LEE,2023-09-16 21:00:00,True,25.777992352730514,92,44.313385009765625,-66.41854858398438,-8.882323590254396,31.63167130206621
