dataset_index,sid,season,baseline_distance_km,alternative_distance_km,absolute_difference_km,baseline_relevant,alternative_relevant
9221,1981255N14311,1981,1126.5615306481877,1089.5419768001732,37.01955384801454,False,False
9228,1981265N14328,1981,1246.5451359968665,1208.3069837196738,38.23815227719274,False,False
9339,1982257N20291,1982,95.0254432726645,94.23980668872431,0.7856365839401889,True,True
9345,1982267N25289,1982,847.4993856414764,826.5118620600929,20.98752358138347,False,False
9348,1982274N25295,1982,1744.750356575607,1660.4763924363488,84.27396413925817,False,False
9416,1983228N27270,1983,3090.217863884236,3046.151507486689,44.066356397547224,False,False
9546,1984253N29283,1984,175.61514807166992,173.7840588486186,1.8310892230513218,True,True
9554,1984267N31302,1984,689.5731026050472,673.5173263595963,16.055776245450943,False,False
9558,1984270N23287,1984,1260.2880271360518,1219.9084180392224,40.37960909682943,False,False
9561,1984281N24291,1984,303.2284138693534,298.5097027595927,4.718711109760704,True,True
9577,1984311N15291,1984,723.4709489579294,708.7319176409221,14.739031317007289,False,False
9647,1985197N29296,1985,0.0,0.0,0.0,True,True
9660,1985224N18279,1985,1163.2681883478429,1137.7273214482318,25.540866899611046,False,False
9673,1985240N20286,1985,2820.9392097851255,2759.522136168751,61.41707361637464,False,False
9683,1985260N13336,1985,1.9194272482064016,2.2248221643711177,0.30539491616471603,True,True
9691,1985280N18291,1985,1777.7099175529183,1717.034715076168,60.67520247675043,False,False
9704,1985320N21296,1985,1905.9157531100213,1827.3569510709326,78.55880203908873,False,False
9764,1986156N26284,1986,1207.6933107222817,1178.6362870107719,29.057023711509828,False,False
9769,1986175N26273,1986,2829.8975005088105,2755.1867852963387,74.71071521247177,False,False
9778,1986205N24305,1986,720.3178672584131,704.5205239867191,15.79734327169399,False,False
9804,1986254N22309,1986,616.4005390651838,610.4610270847103,5.939511980473526,False,False
9887,1987220N34283,1987,1134.6959224909585,1113.9269412569101,20.768981234048397,False,False
9888,1987222N26266,1987,2744.290056103274,2622.117813687089,122.17224241618487,False,False
9905,1987249N15329,1987,1796.8146262646642,1738.7125147089027,58.10211155576144,False,False
9907,1987252N11342,1987,1642.5560847087831,1566.600680673924,75.95540403485916,False,False
9996,1988234N13339,1988,561.8428156878722,552.9338654087724,8.908950279099827,True,True
9997,1988235N15317,1988,134.16626782498167,133.1058486603142,1.0604191646674792,True,True
10011,1988253N12306,1988,2183.7153897301678,2158.338503102979,25.376886627188924,False,False
10019,1988264N13328,1988,981.4271990501959,963.1074549031823,18.31974414701358,False,False
10100,1989176N27264,1989,3459.6293852021936,3326.9135101388324,132.71587506336118,False,False
10122,1989212N15318,1989,0.0,0.0,0.0,True,True
10132,1989230N14338,1989,1323.3019647192164,1310.9607819399994,12.341182779216979,False,False
10143,1989243N12339,1989,345.45559755894675,339.8745477316162,5.58104982733056,True,True
10148,1989254N13340,1989,247.03439577735406,250.47001978305718,3.4356240057031187,True,True
10238,1990206N34285,1990,44.62428142777349,44.40052662154223,0.22375480623126265,True,True
10241,1990215N38337,1990,1960.4670649950729,1897.2390779971545,63.22798699791838,False,False
10256,1990236N13314,1990,494.2126683210707,487.9343189286897,6.27834939238096,True,True
10263,1990247N07337,1990,600.0683858721807,590.8506766354919,9.217709236688734,False,True
10273,1990264N14328,1990,1054.1180950761063,1030.5660043783473,23.552090697759013,False,False
10280,1990279N36316,1990,0.0,0.0,0.0,True,True
10284,1990283N23281,1990,2453.4976242350745,2360.019290621072,93.47833361400262,False,False
10289,1990289N22300,1990,2185.109075589807,2067.3868087925794,117.7222667972278,False,False
10338,1991181N26282,1991,1025.4633155319577,994.1160253419172,31.347290190040553,False,False
10356,1991228N26286,1991,0.0,0.0,0.0,True,True
10364,1991248N27304,1991,1461.3767981724575,1401.1162518741166,60.26054629834084,False,False
10367,1991252N24311,1991,1511.7904332953362,1450.9907070955844,60.79972619975183,False,False
10387,1991299N27295,1991,1697.0134163043836,1617.7580922140332,79.25532409035031,False,False
10391,1991302N44301,1991,292.874149143921,290.44113916501846,2.4330099789025326,True,True
10476,1992230N11325,1992,2535.8902061899275,2451.200521828351,84.68968436157638,False,False
10506,1992271N26291,1992,2276.3543628686566,2140.2647944396676,136.08956842898897,False,False
10522,1992297N26299,1992,408.91325246526594,403.362086389483,5.55116607578293,True,True
10599,1993235N20307,1993,839.1233446011613,817.1587523831776,21.96459221798375,False,False
10606,1993251N25293,1993,267.4951692598239,264.4301350071809,3.065034252642988,True,True
10708,1994229N11321,1994,235.49469207617702,232.18593073163765,3.308761344539363,True,True
10747,1994306N23313,1994,1059.436913237566,1030.8306680741455,28.606245163420454,False,False
10748,1994313N12278,1994,2117.2728097732206,2031.2205938278569,86.05221594536374,False,False
10785,1995154N17276,1995,0.0,0.0,0.0,True,True
10790,1995193N17305,1995,346.96591827884674,342.34555576946093,4.620362509385814,True,True
10796,1995212N22287,1995,2129.385309456032,2077.3294505379918,52.05585891804003,False,False
10801,1995220N14329,1995,79.46548726847385,79.28538950948231,0.18009775899153624,True,True
10809,1995234N13327,1995,1512.2677791655135,1471.7210590993661,40.54672006614737,False,False
10810,1995235N13311,1995,497.8494699035744,489.36131110515333,8.488158798421068,True,True
10811,1995235N24281,1995,2564.6150486563147,2466.1269723499404,98.4880763063743,False,False
10815,1995241N11333,1995,0.0,0.0,0.0,True,True
10823,1995256N12309,1995,830.4424607254887,808.964415568861,21.478045156627672,False,False
10830,1995270N10322,1995,1942.494450618798,1849.9344683247061,92.55998229409192,False,False
10844,1995300N25301,1995,1354.490841493339,1304.6383841922914,49.85245730104771,False,False
10900,1996170N27282,1996,909.4263613187236,885.8325528435666,23.593808475156948,False,False
10905,1996187N10326,1996,0.0,0.0,0.0,True,True
10928,1996237N14339,1996,816.8811292391672,811.5575033303315,5.323625908835652,False,False
10935,1996248N15319,1996,76.8044088420875,76.00890047701651,0.7955083650709867,True,True
10946,1996269N09337,1996,1326.012233455985,1294.4315845625422,31.580648893442913,False,False
11150,1998232N15312,1998,238.96571544027796,235.50838905676468,3.4573263835132764,True,True
11154,1998236N13326,1998,249.04530739347547,245.48785406728342,3.5574533261920465,True,True
11163,1998259N10335,1998,2839.9625057037697,2701.6079409253057,138.354564778464,False,False
11167,1998262N13333,1998,1544.6488129595546,1494.3757998683413,50.273013091213215,False,False
11169,1998264N10343,1998,1920.6528981172448,1851.9347303798113,68.71816773743353,False,False
11197,1998328N28332,1998,1190.300264775139,1196.8327374521507,6.532472677011583,False,False
11272,1999231N14341,1999,818.7679381045893,798.692628575252,20.075309529337346,False,False
11279,1999236N22292,1999,1239.9023520371818,1227.4554454289662,12.446906608215613,False,False
11283,1999251N15314,1999,0.0,0.0,0.0,True,True
11286,1999255N13336,1999,70.98293028823043,70.38303109622119,0.5998991920092465,True,True
11369,2000217N11342,2000,767.5746218869392,754.3910325316742,13.183589355264985,False,False
11373,2000222N28286,2000,2624.6694014247146,2486.572837334358,138.09656409035642,False,False
11398,2000260N15308,2000,185.5655413890681,184.4449486827382,1.1205927063299157,True,True
11401,2000266N12337,2000,889.245916721256,867.8109111776662,21.435005543589796,False,False
11469,2001215N26275,2001,2807.961432060409,2736.172075236225,71.78935682418432,False,False
11475,2001235N18296,2001,223.6632471276283,220.929390243664,2.7338568839643074,True,True
11481,2001245N13326,2001,18.407313102194685,18.29091646354706,0.1163966386476254,True,True
11489,2001255N26276,2001,79.74588617604108,78.97652625237028,0.7693599236708053,True,True
11496,2001265N25296,2001,488.35443758762506,479.0922647894191,9.262172798205938,True,True
11508,2001284N28297,2001,194.92785879859377,194.12191650397295,0.8059422946208201,True,True
11513,2001301N27325,2001,1360.9286552936944,1316.9522922485096,43.976363045184826,False,False
11524,2001327N31309,2001,1644.4794142734972,1567.4095875220448,77.06982675145241,False,False
11599,2002252N29289,2002,0.0,0.0,0.0,True,True
11600,2002255N26273,2002,2813.133483879701,2699.9835484682862,113.14993541141484,False,False
11601,2002258N10300,2002,1805.194897779893,1770.0447708719353,35.150126907957656,False,False
11606,2002264N28308,2002,1772.1575837810221,1716.4782726105493,55.67931117047283,False,False
11607,2002265N10315,2002,2936.320154562928,2846.079058741143,90.24109582178517,False,False
11674,2003179N20271,2003,2068.223023228439,2008.3700223916635,59.853000836775664,False,False
11681,2003198N31306,2003,666.2100176644836,652.243711617659,13.966306046824684,False,False
11698,2003240N15329,2003,479.212471173409,471.6165162409311,7.595954932477923,True,True
11701,2003243N24268,2003,3362.0650247581198,3253.323798477708,108.74122628041187,False,False
11711,2003268N28298,2003,260.55207365948013,260.11344451470995,0.4386291447701751,True,True
11712,2003269N12322,2003,376.9494440379775,372.6955922055216,4.253851832455894,True,True
11720,2003284N19291,2003,2697.1127991931908,2518.217912815344,178.8948863778469,False,False
11721,2003286N09323,2003,1660.7039816990566,1582.0857848191818,78.61819687987486,False,False
11785,2004214N30282,2004,338.69967645109386,334.21758266326447,4.482093787829399,True,True
11788,2004217N13306,2004,1532.1912215112804,1493.547075319586,38.64414619169452,False,False
11791,2004223N11301,2004,1201.1569184727273,1177.3822774633468,23.774641009380503,False,False
11793,2004227N12338,2004,1361.6783727883612,1313.6150782726058,48.06329451575539,False,False
11801,2004238N11325,2004,371.1239830515037,368.97537431309297,2.1486087384107577,True,True
11806,2004241N32282,2004,80.94454678253052,80.78314340751255,0.16140337501796864,True,True
11809,2004247N10332,2004,1693.4024512553071,1643.9359335998893,49.466517655417874,False,False
11816,2004258N16300,2004,1513.5302655755856,1473.1739248272306,40.356340748355024,False,False
11817,2004260N11331,2004,912.7184992589818,908.9035653944575,3.814933864524278,False,False
11819,2004264N13328,2004,1178.3670262225319,1146.2061866020383,32.16083962049356,False,False
11877,2005160N17276,2005,1452.871846587042,1438.4834785622684,14.388368024773627,False,False
11884,2005185N18273,2005,239.80219486894302,239.32645888801167,0.47573598093134706,True,True
11885,2005186N12299,2005,1579.8390382186599,1568.1551832842256,11.683854934434294,False,False
11891,2005203N25285,2005,134.79670228888753,133.33923825673108,1.4574640321564516,True,True
11898,2005217N13327,2005,506.49010568381107,497.7324320567725,8.75767362703857,True,True
