dataset_index,source_points,resampled_points,source_min_dt_h,source_median_dt_h,source_max_dt_h,eligible
8263,17,9,3.0,3.0,3.0,False
8269,35,18,3.0,3.0,3.0,True
8289,25,13,3.0,3.0,3.0,False
8301,17,9,3.0,3.0,3.0,True
8304,55,28,3.0,3.0,3.0,True
8305,97,49,3.0,3.0,3.0,True
8307,73,37,3.0,3.0,3.0,False
8310,23,12,3.0,3.0,3.0,True
8311,75,38,3.0,3.0,3.0,True
8315,81,41,3.0,3.0,3.0,False
8317,19,10,3.0,3.0,3.0,True
8320,33,17,3.0,3.0,3.0,True
8322,53,27,3.0,3.0,3.0,False
8323,41,21,3.0,3.0,3.0,True
8337,25,13,3.0,3.0,3.0,True
8341,17,9,3.0,3.0,3.0,False
8403,41,21,3.0,3.0,3.0,True
8405,61,31,3.0,3.0,3.0,True
8411,9,5,3.0,3.0,3.0,False
8415,39,20,3.0,3.0,3.0,True
8416,13,7,3.0,3.0,3.0,False
8418,17,9,3.0,3.0,3.0,True
8434,65,33,3.0,3.0,3.0,False
8438,57,29,3.0,3.0,3.0,True
8441,25,13,3.0,3.0,3.0,False
8442,47,24,3.0,3.0,3.0,False
8445,11,6,3.0,3.0,3.0,False
8449,27,14,3.0,3.0,3.0,True
8450,93,47,3.0,3.0,3.0,True
8454,91,46,3.0,3.0,3.0,True
8455,91,46,3.0,3.0,3.0,True
8457,33,17,3.0,3.0,3.0,False
8463,17,9,3.0,3.0,3.0,True
8466,25,13,3.0,3.0,3.0,True
8474,27,14,3.0,3.0,3.0,True
8477,19,10,3.0,3.0,3.0,False
8485,35,18,3.0,3.0,3.0,False
8497,17,9,3.0,3.0,3.0,True
8565,19,10,3.0,3.0,3.0,True
8566,11,6,3.0,3.0,3.0,False
8580,17,9,3.0,3.0,3.0,True
8581,11,6,3.0,3.0,3.0,False
8585,73,37,3.0,3.0,3.0,True
8591,35,18,3.0,3.0,3.0,True
8599,29,15,3.0,3.0,3.0,True
8600,49,25,3.0,3.0,3.0,True
8602,123,62,3.0,3.0,3.0,True
8606,89,45,3.0,3.0,3.0,True
8609,17,9,3.0,3.0,3.0,True
8610,17,9,3.0,3.0,3.0,True
8619,57,29,3.0,3.0,3.0,True
8621,19,10,3.0,3.0,3.0,True
8623,17,9,3.0,3.0,3.0,False
8624,69,35,3.0,3.0,3.0,True
8627,73,37,3.0,3.0,3.0,False
8630,25,13,3.0,3.0,3.0,False
8632,51,26,3.0,3.0,3.0,True
8695,11,6,3.0,3.0,3.0,False
8703,11,6,3.0,3.0,3.0,False
8708,9,5,3.0,3.0,3.0,False
8711,25,13,3.0,3.0,3.0,False
8722,39,20,3.0,3.0,3.0,True
8727,47,24,3.0,3.0,3.0,True
8729,53,27,3.0,3.0,3.0,True
8734,17,9,3.0,3.0,3.0,False
8738,9,5,3.0,3.0,3.0,False
8740,29,15,3.0,3.0,3.0,True
8741,17,9,3.0,3.0,3.0,False
8744,17,9,3.0,3.0,3.0,True
8748,19,10,3.0,3.0,3.0,True
8749,19,10,3.0,3.0,3.0,False
8753,11,6,3.0,3.0,3.0,False
8814,11,6,3.0,3.0,3.0,False
8823,17,9,3.0,3.0,3.0,False
8830,11,6,3.0,3.0,3.0,False
8833,25,13,3.0,3.0,3.0,False
8834,35,18,3.0,3.0,3.0,False
8835,37,19,3.0,3.0,3.0,False
8839,11,6,3.0,3.0,3.0,False
8850,27,14,3.0,3.0,3.0,True
8853,53,27,3.0,3.0,3.0,True
8855,17,9,3.0,3.0,3.0,True
8856,99,50,3.0,3.0,3.0,True
8857,65,33,3.0,3.0,3.0,True
8862,19,10,3.0,3.0,3.0,False
8864,77,39,3.0,3.0,3.0,True
8865,51,26,3.0,3.0,3.0,False
8867,89,45,3.0,3.0,3.0,True
8871,17,9,3.0,3.0,3.0,False
8875,27,14,3.0,3.0,3.0,True
8878,31,16,3.0,3.0,3.0,False
8883,35,18,3.0,3.0,3.0,True
8889,25,13,3.0,3.0,3.0,False
8890,47,24,3.0,3.0,3.0,True
8894,17,9,3.0,3.0,3.0,True
8953,43,22,3.0,3.0,3.0,True
8956,37,19,3.0,3.0,3.0,False
8962,41,21,3.0,3.0,3.0,True
8963,57,29,3.0,3.0,3.0,True
8964,27,14,3.0,3.0,3.0,True
8966,113,57,3.0,3.0,3.0,True
8971,27,14,3.0,3.0,3.0,False
8973,49,25,3.0,3.0,3.0,True
8985,109,55,3.0,3.0,3.0,True
8986,25,13,3.0,3.0,3.0,False
8989,135,68,3.0,3.0,3.0,True
8991,25,13,3.0,3.0,3.0,True
8993,41,21,3.0,3.0,3.0,True
8995,87,44,3.0,3.0,3.0,True
8999,77,39,3.0,3.0,3.0,True
9001,41,21,3.0,3.0,3.0,True
9010,65,33,3.0,3.0,3.0,False
9014,41,21,3.0,3.0,3.0,False
9018,21,11,3.0,3.0,3.0,True
9079,33,17,3.0,3.0,3.0,True
9081,33,17,3.0,3.0,3.0,True
9083,33,17,3.0,3.0,3.0,True
9087,91,46,3.0,3.0,3.0,True
9091,33,17,3.0,3.0,3.0,True
9092,47,24,3.0,3.0,3.0,True
9093,43,22,3.0,3.0,3.0,True
9096,33,17,3.0,3.0,3.0,False
9099,63,32,3.0,3.0,3.0,True
9102,53,27,3.0,3.0,3.0,True
9103,23,12,3.0,3.0,3.0,True
9104,121,61,3.0,3.0,3.0,True
9109,45,23,3.0,3.0,3.0,False
9114,89,45,3.0,3.0,3.0,True
9120,17,9,3.0,3.0,3.0,False
9125,69,35,3.0,3.0,3.0,True
9128,49,25,3.0,3.0,3.0,True
9132,25,13,3.0,3.0,3.0,True
9171,9,5,3.0,3.0,3.0,False
9176,19,10,3.0,3.0,3.0,False
9178,21,11,3.0,3.0,3.0,False
9181,21,11,3.0,3.0,3.0,True
9184,13,7,3.0,3.0,3.0,False
9188,17,9,3.0,3.0,3.0,True
9189,15,8,3.0,3.0,3.0,False
9196,13,7,3.0,3.0,3.0,False
9203,23,12,3.0,3.0,3.0,True
9205,119,60,3.0,3.0,3.0,True
9211,37,19,3.0,3.0,3.0,False
9214,23,12,3.0,3.0,3.0,False
9216,93,47,3.0,3.0,3.0,True
9218,73,37,3.0,3.0,3.0,True
9219,71,36,3.0,3.0,3.0,True
9220,21,11,3.0,3.0,3.0,False
9221,67,34,3.0,3.0,3.0,True
9228,95,48,3.0,3.0,3.0,True
9230,71,36,3.0,3.0,3.0,True
9240,29,15,3.0,3.0,3.0,True
9243,39,20,3.0,3.0,3.0,False
9296,33,17,3.0,3.0,3.0,True
9326,73,37,3.0,3.0,3.0,False
9333,29,15,3.0,3.0,3.0,False
9334,31,16,3.0,3.0,3.0,True
9339,59,30,3.0,3.0,3.0,True
9345,29,15,3.0,3.0,3.0,True
9348,21,11,3.0,3.0,3.0,True
9405,43,22,3.0,3.0,3.0,False
9408,49,25,3.0,3.0,3.0,False
9416,48,24,1.0,3.0,3.0,True
9418,49,24,0.5833333333333334,3.0,3.0,True
9425,39,20,3.0,3.0,3.0,True
9429,33,17,3.0,3.0,3.0,True
9506,21,11,3.0,3.0,3.0,True
9509,15,8,3.0,3.0,3.0,False
9518,21,11,3.0,3.0,3.0,False
9525,19,10,3.0,3.0,3.0,True
9540,65,33,3.0,3.0,3.0,False
9541,43,22,3.0,3.0,3.0,True
9542,23,12,3.0,3.0,3.0,True
9545,15,8,3.0,3.0,3.0,False
9546,64,32,1.0,3.0,3.0,True
9548,13,7,3.0,3.0,3.0,False
9550,41,21,3.0,3.0,3.0,False
9551,21,11,3.0,3.0,3.0,True
9554,79,40,3.0,3.0,3.0,True
9558,49,25,3.0,3.0,3.0,True
9561,111,56,3.0,3.0,3.0,True
9574,23,12,3.0,3.0,3.0,True
9577,65,33,3.0,3.0,3.0,True
9583,39,20,3.0,3.0,3.0,True
9590,97,49,3.0,3.0,3.0,True
9647,31,16,3.0,3.0,3.0,True
9652,39,20,3.0,3.0,3.0,True
9659,59,30,3.0,3.0,3.0,True
9660,72,36,1.5,3.0,3.0,True
9673,64,32,1.0,3.0,3.0,True
9677,41,21,3.0,3.0,3.0,True
9678,19,10,3.0,3.0,3.0,False
9681,31,16,3.0,3.0,3.0,True
9683,127,63,0.5,3.0,3.0,True
9685,27,14,3.0,3.0,3.0,True
9691,69,35,3.0,3.0,3.0,True
9702,56,28,1.0,3.0,3.0,True
9704,66,33,1.5,3.0,3.0,True
9707,19,10,3.0,3.0,3.0,False
9764,31,16,3.0,3.0,3.0,True
9769,40,20,1.0,3.0,3.0,True
9778,41,21,3.0,3.0,3.0,True
9787,13,7,3.0,3.0,3.0,False
9791,134,67,1.0,3.0,3.0,True
9800,41,21,3.0,3.0,3.0,False
9801,25,13,3.0,3.0,3.0,False
9802,27,14,3.0,3.0,3.0,False
9804,75,38,3.0,3.0,3.0,True
9823,25,13,3.0,3.0,3.0,True
9864,61,31,3.0,3.0,3.0,True
9887,161,81,3.0,3.0,3.0,True
9888,63,32,3.0,3.0,3.0,True
9890,21,11,3.0,3.0,3.0,False
9892,51,26,3.0,3.0,3.0,False
9899,27,14,3.0,3.0,3.0,False
9904,23,12,3.0,3.0,3.0,False
9905,43,22,3.0,3.0,3.0,True
9906,13,7,3.0,3.0,3.0,False
9907,97,49,3.0,3.0,3.0,True
9909,33,17,3.0,3.0,3.0,False
9912,56,28,0.25,3.0,3.0,True
9920,39,20,3.0,3.0,3.0,True
9926,33,17,3.0,3.0,3.0,False
9961,17,9,3.0,3.0,3.0,False
9986,25,13,3.0,3.0,3.0,True
9988,23,12,3.0,3.0,3.0,True
9990,13,7,3.0,3.0,3.0,False
9995,31,16,3.0,3.0,3.0,False
9996,89,45,3.0,3.0,3.0,True
9997,75,38,3.0,3.0,3.0,True
10004,65,33,3.0,3.0,3.0,False
10006,17,9,3.0,3.0,3.0,True
10007,3,2,3.0,3.0,3.0,False
10009,25,13,3.0,3.0,3.0,False
10010,37,18,1.0,3.0,3.0,True
10011,93,46,1.0,3.0,3.0,True
10019,87,44,3.0,3.0,3.0,True
10024,11,6,3.0,3.0,3.0,False
10025,23,12,3.0,3.0,3.0,False
10029,185,92,1.0,3.0,3.0,False
10035,17,9,3.0,3.0,3.0,False
10044,75,37,1.0,3.0,3.0,True
10095,13,7,3.0,3.0,3.0,False
10100,56,28,1.0,3.0,3.0,True
10107,35,18,3.0,3.0,3.0,False
10122,74,37,1.0,3.0,3.0,True
10123,30,15,1.0,3.0,3.0,True
10126,71,36,3.0,3.0,3.0,False
10132,73,37,3.0,3.0,3.0,True
10138,125,63,3.0,3.0,3.0,True
10140,11,6,3.0,3.0,3.0,False
10143,114,57,0.23333333333333334,3.0,3.0,True
10148,124,61,1.0,3.0,3.0,True
10151,41,21,3.0,3.0,3.0,False
10159,29,15,3.0,3.0,3.0,False
10164,36,18,0.5,3.0,3.0,True
10175,47,24,3.0,3.0,3.0,False
10215,13,7,3.0,3.0,3.0,False
10234,43,22,3.0,3.0,3.0,False
10238,73,37,3.0,3.0,3.0,True
10240,61,31,3.0,3.0,3.0,True
10241,87,44,3.0,3.0,3.0,True
10242,47,23,1.0,3.0,3.0,False
10247,25,13,3.0,3.0,3.0,False
10256,81,41,3.0,3.0,3.0,True
10259,51,26,3.0,3.0,3.0,True
10263,109,55,3.0,3.0,3.0,True
10271,73,37,3.0,3.0,3.0,False
10273,123,62,3.0,3.0,3.0,True
10279,49,25,3.0,3.0,3.0,False
10280,75,38,3.0,3.0,3.0,True
10284,33,17,3.0,3.0,3.0,True
10289,45,23,3.0,3.0,3.0,True
10338,49,25,3.0,3.0,3.0,True
10340,11,6,3.0,3.0,3.0,False
10356,107,53,0.6666666666666666,3.0,3.0,True
10359,13,7,3.0,3.0,3.0,False
10361,25,13,3.0,3.0,3.0,False
10364,84,42,1.0,3.0,3.0,True
10365,37,19,3.0,3.0,3.0,False
10367,33,17,3.0,3.0,3.0,True
10383,18,9,0.43333333333333335,3.0,3.0,False
10386,9,5,3.0,3.0,3.0,False
10387,34,17,1.0,3.0,3.0,True
10391,42,21,1.0,3.0,3.0,True
10452,9,5,3.0,3.0,3.0,False
10463,15,8,3.0,3.0,3.0,False
10476,97,47,0.08333333333333333,3.0,3.0,True
10497,121,61,3.0,3.0,3.0,True
10501,59,30,3.0,3.0,3.0,True
10502,34,17,1.0,3.0,3.0,True
10505,49,25,3.0,3.0,3.0,False
10506,57,29,3.0,3.0,3.0,True
10522,61,31,3.0,3.0,3.0,True
10571,21,11,3.0,3.0,3.0,True
10576,27,14,3.0,3.0,3.0,True
10588,61,29,1.0,3.0,3.0,False
10593,21,11,3.0,3.0,3.0,False
10599,119,60,3.0,3.0,3.0,True
10600,41,21,3.0,3.0,3.0,False
10606,45,23,3.0,3.0,3.0,True
10609,91,46,3.0,3.0,3.0,False
10611,25,13,3.0,3.0,3.0,True
10616,9,5,3.0,3.0,3.0,False
10680,61,31,3.0,3.0,3.0,True
10690,10,5,1.0,3.0,3.0,False
10707,37,19,3.0,3.0,3.0,True
10708,59,30,3.0,3.0,3.0,True
10714,17,9,3.0,3.0,3.0,False
10722,13,7,3.0,3.0,3.0,False
10728,35,18,3.0,3.0,3.0,False
10732,19,10,3.0,3.0,3.0,False
10733,13,7,3.0,3.0,3.0,False
10735,13,7,3.0,3.0,3.0,False
10747,55,28,3.0,3.0,3.0,True
10748,110,54,1.0,3.0,3.0,True
10785,66,33,1.0,3.0,3.0,True
10787,43,21,0.5,3.0,3.0,True
10790,81,41,3.0,3.0,3.0,True
10795,42,21,1.0,3.0,3.0,True
10796,56,27,0.25,3.0,3.0,True
10799,16,8,1.0,3.0,3.0,False
10801,137,69,3.0,3.0,3.0,True
10803,20,10,1.0,3.0,3.0,False
10809,81,41,3.0,3.0,3.0,True
10810,130,65,1.0,3.0,3.0,True
10811,43,22,3.0,3.0,3.0,True
10813,61,31,3.0,3.0,3.0,True
10815,121,61,3.0,3.0,3.0,True
10821,33,17,3.0,3.0,3.0,True
10823,153,77,3.0,3.0,3.0,True
10830,89,45,3.0,3.0,3.0,True
10831,75,37,1.0,3.0,3.0,True
10835,31,16,3.0,3.0,3.0,False
10837,109,54,0.8666666666666667,3.0,3.0,False
10843,37,19,3.0,3.0,3.0,False
10844,57,29,3.0,3.0,3.0,True
10900,43,22,3.0,3.0,3.0,True
10905,100,50,1.0,3.0,3.0,True
10912,34,17,1.0,3.0,3.0,False
10925,48,24,0.5,3.0,3.0,False
10927,145,73,3.0,3.0,3.0,True
10928,142,71,0.5,3.0,3.0,True
10930,57,29,3.0,3.0,3.0,False
10935,103,52,3.0,3.0,3.0,True
10946,65,33,3.0,3.0,3.0,True
10950,92,46,0.5,3.0,3.0,True
10954,11,6,3.0,3.0,3.0,False
10956,118,59,0.5,3.0,3.0,True
10970,107,54,3.0,3.0,3.0,False
11031,37,19,3.0,3.0,3.0,True
11033,17,9,3.0,3.0,3.0,True
11035,31,16,3.0,3.0,3.0,True
11038,15,8,3.0,3.0,3.0,False
11039,90,45,1.0,3.0,3.0,True
11062,133,67,3.0,3.0,3.0,True
11077,33,17,3.0,3.0,3.0,True
11082,25,13,3.0,3.0,3.0,False
11141,51,26,3.0,3.0,3.0,False
11150,96,48,1.0,3.0,3.0,True
11152,24,12,1.0,3.0,3.0,True
11154,121,61,3.0,3.0,3.0,True
11157,65,33,3.0,3.0,3.0,True
11159,41,21,3.0,3.0,3.0,True
11163,134,64,0.5,3.0,3.0,True
11166,28,14,1.0,3.0,3.0,True
11167,71,36,3.0,3.0,3.0,True
11169,107,54,3.0,3.0,3.0,True
11171,51,26,3.0,3.0,3.0,True
11177,41,21,3.0,3.0,3.0,True
11189,153,76,1.0,3.0,3.0,True
11197,69,35,3.0,3.0,3.0,True
11245,51,26,3.0,3.0,3.0,True
11248,6,3,1.0,3.0,3.0,False
11272,101,51,3.0,3.0,3.0,True
11273,51,26,3.0,3.0,3.0,True
11278,35,18,3.0,3.0,3.0,False
11279,128,64,1.0,3.0,3.0,True
11282,15,8,3.0,3.0,3.0,False
11283,97,48,0.5,3.0,3.0,True
11286,97,49,3.0,3.0,3.0,True
11291,25,12,1.0,3.0,3.0,True
11294,19,10,3.0,3.0,3.0,False
11295,23,12,3.0,3.0,3.0,False
11297,63,30,1.0,3.0,3.0,True
11300,65,32,0.9166666666666666,3.0,3.0,True
11302,31,16,3.0,3.0,3.0,False
11306,77,39,3.0,3.0,3.0,False
11349,7,4,3.0,3.0,3.0,False
11353,23,12,3.0,3.0,3.0,False
11369,173,87,3.0,3.0,3.0,True
11373,25,13,3.0,3.0,3.0,True
11376,17,9,3.0,3.0,3.0,False
11380,17,9,3.0,3.0,3.0,False
11382,40,20,0.25,3.0,3.0,False
11389,19,10,3.0,3.0,3.0,False
11393,8,4,1.0,3.0,3.0,False
11394,57,29,3.0,3.0,3.0,True
11396,55,28,3.0,3.0,3.0,True
11398,83,42,3.0,3.0,3.0,True
11401,103,52,3.0,3.0,3.0,True
11402,55,28,3.0,3.0,3.0,False
11404,65,32,1.0,3.0,3.0,False
11406,51,26,3.0,3.0,3.0,True
11409,43,22,3.0,3.0,3.0,True
11410,25,13,3.0,3.0,3.0,True
11451,110,55,1.0,3.0,3.0,True
11460,9,5,3.0,3.0,3.0,False
11469,48,24,1.0,3.0,3.0,True
11472,64,32,1.0,3.0,3.0,False
11475,57,29,3.0,3.0,3.0,True
11481,123,62,3.0,3.0,3.0,True
11486,91,46,3.0,3.0,3.0,True
11489,81,41,3.0,3.0,3.0,True
11492,5,3,3.0,3.0,3.0,False
11496,51,26,3.0,3.0,3.0,True
11503,42,21,1.0,3.0,3.0,False
11504,19,10,3.0,3.0,3.0,False
11508,37,19,3.0,3.0,3.0,True
11513,31,16,3.0,3.0,3.0,True
11514,66,33,1.0,3.0,3.0,True
11516,23,12,3.0,3.0,3.0,True
11524,93,47,3.0,3.0,3.0,True
11571,39,20,3.0,3.0,3.0,True
11579,42,20,1.0,3.0,3.0,True
11581,25,13,3.0,3.0,3.0,True
11591,51,26,3.0,3.0,3.0,False
11593,40,20,0.75,3.0,3.0,True
11596,43,22,3.0,3.0,3.0,True
11597,9,5,3.0,3.0,3.0,False
11599,55,27,0.5,3.0,3.0,True
11600,30,15,1.0,3.0,3.0,True
11601,105,53,3.0,3.0,3.0,True
11603,17,9,3.0,3.0,3.0,True
11606,177,88,1.0,3.0,3.0,True
11607,108,52,0.7833333333333333,3.0,3.0,True
11613,20,10,1.0,3.0,3.0,False
11660,77,39,3.0,3.0,3.0,True
11671,7,4,3.0,3.0,3.0,False
11674,40,20,1.0,3.0,3.0,True
11676,87,43,0.5,3.0,3.0,True
11681,87,44,3.0,3.0,3.0,True
11683,15,8,3.0,3.0,3.0,False
11685,13,7,3.0,3.0,3.0,False
11692,20,10,1.5,3.0,3.0,True
11695,7,4,3.0,3.0,3.0,False
11698,105,53,3.0,3.0,3.0,True
11701,24,12,1.0,3.0,3.0,True
11704,41,21,3.0,3.0,3.0,True
11705,114,57,1.0,3.0,3.0,True
11706,19,10,3.0,3.0,3.0,False
11711,41,21,3.0,3.0,3.0,True
11712,115,58,3.0,3.0,3.0,True
11713,82,41,1.0,3.0,3.0,False
11720,27,14,3.0,3.0,3.0,True
11721,159,80,3.0,3.0,3.0,True
11734,44,22,1.0,3.0,3.0,True
11736,29,15,3.0,3.0,3.0,False
11785,49,25,3.0,3.0,3.0,True
11788,86,43,1.0,3.0,3.0,True
11791,54,25,0.25,3.0,3.0,True
11792,17,9,3.0,3.0,3.0,False
11793,91,46,3.0,3.0,3.0,True
11801,142,68,0.5,3.0,3.0,True
11805,31,16,3.0,3.0,3.0,True
11806,54,27,1.0,3.0,3.0,True
11809,179,87,0.5,3.0,3.0,True
11812,25,13,3.0,3.0,3.0,True
11816,132,64,1.0,3.0,3.0,True
11817,95,48,3.0,3.0,3.0,True
11819,109,55,3.0,3.0,3.0,True
11825,24,12,1.0,3.0,3.0,True
11837,77,39,3.0,3.0,3.0,True
11877,48,23,1.0,3.0,3.0,True
11882,12,6,1.4166666666666667,3.0,3.0,False
11884,62,31,0.5,3.0,3.0,True
11885,112,55,0.25,3.0,3.0,True
11886,87,43,0.5,3.0,3.0,False
11891,75,38,3.0,3.0,3.0,True
11892,17,9,3.0,3.0,3.0,False
11897,91,46,3.0,3.0,3.0,True
11898,111,56,3.0,3.0,3.0,True
11902,41,21,3.0,3.0,3.0,False
11906,10,5,0.5,3.0,3.0,False
11907,64,31,0.25,3.0,3.0,True
11910,51,26,3.0,3.0,3.0,True
11912,101,51,3.0,3.0,3.0,True
11914,136,68,1.0,3.0,3.0,True
11915,57,29,3.0,3.0,3.0,True
11924,55,28,3.0,3.0,3.0,True
11926,68,34,1.3333333333333333,3.0,3.0,True
11932,17,9,3.0,3.0,3.0,False
11934,32,16,1.0,3.0,3.0,False
11936,16,8,1.0,3.0,3.0,False
11939,27,14,3.0,3.0,3.0,True
11943,92,45,0.5,3.0,3.0,True
11944,20,10,1.0,3.0,3.0,False
11946,35,18,3.0,3.0,3.0,False
11951,65,33,3.0,3.0,3.0,False
11954,83,42,3.0,3.0,3.0,True
11956,85,43,3.0,3.0,3.0,True
11961,71,36,3.0,3.0,3.0,True
11987,74,37,1.5,3.0,3.0,True
11997,25,13,3.0,3.0,3.0,True
11998,34,17,0.75,3.0,3.0,True
12003,45,23,3.0,3.0,3.0,False
12015,51,26,3.0,3.0,3.0,True
12017,88,43,0.6666666666666666,3.0,3.0,True
12021,123,62,3.0,3.0,3.0,True
12025,113,57,3.0,3.0,3.0,True
12026,123,62,3.0,3.0,3.0,True
12037,47,24,3.0,3.0,3.0,True
12087,46,23,1.0,3.0,3.0,True
12099,45,23,3.0,3.0,3.0,True
12106,81,40,0.5,3.0,3.0,False
12107,40,20,1.5,3.0,3.0,True
12111,53,26,0.25,3.0,3.0,False
12113,28,14,0.5,3.0,3.0,True
12115,51,26,3.0,3.0,3.0,False
12116,20,10,1.0,3.0,3.0,True
12122,7,4,3.0,3.0,3.0,False
12123,15,8,3.0,3.0,3.0,False
12124,37,19,3.0,3.0,3.0,False
12125,26,13,1.0,3.0,3.0,False
12126,61,31,3.0,3.0,3.0,False
12133,51,26,3.0,3.0,3.0,True
12136,108,53,0.25,3.0,3.0,True
12150,48,24,1.0,3.0,3.0,False
12183,17,9,3.0,3.0,3.0,False
12190,145,73,3.0,3.0,3.0,True
12195,35,18,3.0,3.0,3.0,True
12196,57,27,0.3333333333333333,3.0,3.0,True
12200,27,14,3.0,3.0,3.0,True
12209,110,52,0.25,3.0,3.0,True
12212,95,47,1.0,3.0,3.0,True
12213,95,47,1.0,3.0,3.0,True
12214,119,58,1.0,3.0,3.0,True
12215,65,33,3.0,3.0,3.0,False
12224,45,23,3.0,3.0,3.0,True
12225,67,34,3.0,3.0,3.0,True
12230,15,8,3.0,3.0,3.0,False
